Product Name,Technology,2G bands,Untitled,3G bands,Untitled,4G bands,Untitled,Untitled,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Untitled,Type,Size,Resolution,Protection,Untitled,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Dual,Features,Video,Loudspeaker,3.5mm jack,Untitled,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Untitled,Untitled,Charging,Talk time,Music play,Colors,Models,SAR,SAR EU,Price,Performance,Display,Camera,Loudspeaker,Audio quality,Battery life
Spice M-5350,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2011,Discontinued,104.8 x 56 x 13.2 mm (4.13 x 2.20 x 0.52 in),60 g (2.12 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,TFT,"2.36 inches, 17.2 cm","240 x 320 pixels, 4:3 ratio (~169 ppi density)",,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,Yes,,,Yes,Yes,,Removable Li-Ion 1000 mAh battery,No,"2.0, A2DP",No,,"FM radio, recording",No,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 3 h 30 min,,"Gray, Red",,,,About 30 EUR,,,,Yes,,
Spice M-5180,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Ion 1800 mAh battery,,Removable Li-Ion 1800 mAh battery,,Removable Li-Ion 1800 mAh battery,Removable Li-Ion 1800 mAh battery,,2011,Discontinued,105.7 x 46.5 x 15.2 mm (4.16 x 1.83 x 0.60 in),90 g (3.17 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1800 mAh battery,TFT,"1.77 inches, 9.9 cm",128 x 160 pixels (~116 ppi density),,Removable Li-Ion 1800 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1800 mAh battery,No,1.2,No,,"FM radio, recording",No,_,Removable Li-Ion 1800 mAh battery,Removable Li-Ion 1800 mAh battery,,Up to 5 h,,Black/Gold,,,,About 30 EUR,,,,Yes,,
Spice M-5115,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2011,Discontinued,-,44.8 g without battery (1.55 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,TFT,"1.77 inches, 9.9 cm",128 x 160 pixels (~116 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,No,,,No,Yes,No,Removable Li-Ion 1000 mAh battery,No,"2.1, A2DP",No,,"FM radio, recording",microUSB,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,"Black/Red, Black",,,,About 20 EUR,,,,Yes,,
Spice M-4262,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2011,Discontinued,-,44.8 g without battery (1.55 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,TFT,"1.77 inches, 9.9 cm",128 x 160 pixels (~116 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,No,,,No,Yes,No,Removable Li-Ion 1000 mAh battery,No,No,No,,"FM radio, recording",microUSB,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,Black,,,,About 10 EUR,,,,Yes,,
Spice Mi-720,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Non-removable Li-Ion 4200 mAh battery,HSDPA 850 / 2100,Non-removable Li-Ion 4200 mAh battery,,Non-removable Li-Ion 4200 mAh battery,Non-removable Li-Ion 4200 mAh battery,HSPA,"2011, Q2",Discontinued,200 x 116.5 x 12.5 mm (7.87 x 4.59 x 0.49 in),485 g (1.07 lb),,Mini-SIM,Non-removable Li-Ion 4200 mAh battery,"TFT capacitive touchscreen, 256K colors","7.0 inches, 139.5 cm","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Non-removable Li-Ion 4200 mAh battery,Android 2.2 (Froyo),,800 MHz Scorpion,Adreno 200,"microSD, up to 32 GB (dedicated slot)","256MB RAM, 512MB",,,_,,,_,Yes,Yes,Non-removable Li-Ion 4200 mAh battery,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB,"Accelerometer, compass",Non-removable Li-Ion 4200 mAh battery,Non-removable Li-Ion 4200 mAh battery,,Up to 20 h,,White,,,,About 170 EUR,,,,Yes,,
Spice Mi-410,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1400 mAh battery,HSDPA 900 / 1900 / 2100,Removable Li-Ion 1400 mAh battery,,Removable Li-Ion 1400 mAh battery,Removable Li-Ion 1400 mAh battery,HSPA 14.4/5.76 Mbps,"2011, Q2. Released 2011, Q2",Discontinued,122 x 66 x 10 mm (4.80 x 2.60 x 0.39 in),143 g (5.04 oz),,Mini-SIM,Removable Li-Ion 1400 mAh battery,"TFT capacitive touchscreen, 256K colors","4.03 inches, 46.2 cm","480 x 800 pixels, 5:3 ratio (~232 ppi density)",,Removable Li-Ion 1400 mAh battery,Android 2.2 (Froyo),Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot)",800MB 512MB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 1400 mAh battery,"Wi-Fi 802.11 b/g, hotspot","2.0, A2DP, EDR","Yes, with A-GPS",,"FM radio, recording",microUSB,"Accelerometer, proximity, compass",Removable Li-Ion 1400 mAh battery,Removable Li-Ion 1400 mAh battery,,Up to 2 h 20 min (2G) / Up to 4 h (3G),,"Silver, Brown",,,0.62 W/kg (head),About 210 EUR,,,,Yes,,
Spice M-6800 FLO,GSM,GSM 900 / 1800,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2011, May. Released 2011, May",Discontinued,107.8 x 53.6 x 12.5 mm (4.24 x 2.11 x 0.49 in),91 g (3.21 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery,TFT touchscreen,"3.14 inches, 28.1 cm","240 x 400 pixels, 5:3 ratio (~149 ppi density)",,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",44MB,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1000 mAh battery,Wi-Fi 802.11 b/g,"2.1, A2DP",No,,"FM radio, recording",2.0,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,"Turquoise Blue, Jet Black, Spice Yellow",,,,About 40 EUR,,,,Yes,,
Spice Mi-270,GSM,GSM 900 / 1800 - SIM1 & SIM 2,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2011, May. Released 2011, May",Discontinued,104 x 55 x 12.6 mm (4.09 x 2.17 x 0.50 in),-,,"Dual SIM (Mini-SIM, dual stand-by)",Removable Li-Ion 1000 mAh battery,TFT touchscreen,"2.8 inches, 24.3 cm","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Removable Li-Ion 1000 mAh battery,Android 2.2 (Froyo),Mediatek MT6516,416 MHz,,"microSD, up to 16 GB (dedicated slot)",,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1000 mAh battery,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,FM radio,Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 3 h,,"Black, White",,,,About 50 EUR,,,,Yes,,
Spice Mi-310,GSM / HSPA,GSM 900 / 1800,Removable Li-Ion 1200 mAh battery,HSDPA 2100,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,HSPA 7.2/0.384 Mbps,"2011, April. Released 2011, April",Discontinued,116 x 60 x 12 mm (4.57 x 2.36 x 0.47 in),120 g (4.23 oz),,Mini-SIM,Removable Li-Ion 1200 mAh battery,"TFT capacitive touchscreen, 256K colors","3.15 inches, 29.5 cm","320 x 480 pixels, 3:2 ratio (~183 ppi density)",,Removable Li-Ion 1200 mAh battery,Android 2.2 (Froyo),,,,"microSD, up to 16 GB (dedicated slot)",85MB,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1200 mAh battery,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","Yes, with A-GPS",,FM radio,microUSB,"Accelerometer, proximity",Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,Up to 2 h 30 min,,Dark red,,,0.62 W/kg (head),About 100 EUR,,,,Yes,,
Spice M-4250,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,2010. Released 2010,Discontinued,110 x 46.5 x 15 mm (4.33 x 1.83 x 0.59 in),85 g (3.00 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1200 mAh battery,TFT,"1.77 inches, 9.9 cm",128 x 160 pixels (~116 ppi density),,Removable Li-Ion 1200 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",,,,,,,,Yes,No,Removable Li-Ion 1200 mAh battery,No,No,No,,"FM radio, recording",No,_,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,Up to 5 h,,Black,,,,About 20 EUR,,,,Yes,,
Spice M-5170,GSM,GSM 900 / 1800,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,2010. Released 2010,Discontinued,111 x 47.5 x 14.6 mm (4.37 x 1.87 x 0.57 in),78 g (2.75 oz),,Mini-SIM,Removable Li-Ion 1200 mAh battery,"TFT, 65K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1200 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",,,,Yes,,,Yes,"Yes, with stereo speakers",Yes,Removable Li-Ion 1200 mAh battery,No,"2.1, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,Up to 4 h,,Black,,,,About 30 EUR,,,,"Yes, with stereo speakers",,
Spice QT-65,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Removable Li-Ion 1100 mAh battery,,Removable Li-Ion 1100 mAh battery,,Removable Li-Ion 1100 mAh battery,Removable Li-Ion 1100 mAh battery,,2010. Released 2010,Discontinued,112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in),98.5 (3.46 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1100 mAh battery,"TFT,  256K colors","2.2 inches, 15.2 cm",176 x 220 pixels (~128 ppi density),,Removable Li-Ion 1100 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",25MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1100 mAh battery,No,"2.1, A2DP",No,,"FM radio, scheduled recording",Proprietary,Accelerometer,Removable Li-Ion 1100 mAh battery,Removable Li-Ion 1100 mAh battery,,Up to 4 h 30 min,,Black,,,,About 20 EUR,,,,Yes,,
Spice M-5262,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,2010. Released 2010,Discontinued,115 x 51.5 x 15.2 mm (4.53 x 2.03 x 0.60 in),75 g (2.65 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1200 mAh battery,"TFT, 65K colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 1200 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1200 mAh battery,No,"2.0, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,Up to 5 h,,Black,,,,About 30 EUR,,,,Yes,,
Spice QT-58,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2010. Released 2010,Discontinued,99 x 54 x 13 mm (3.90 x 2.13 x 0.51 in),80 g (2.82 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,Yes,,,Yes,"Yes, with stereo speakers",No,Removable Li-Ion 1000 mAh battery,No,"2.0, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,"Black, Crimson Red, Pearl White",,,,About 30 EUR,,,,"Yes, with stereo speakers",,
Spice QT-61,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1150 mAh battery,,Removable Li-Ion 1150 mAh battery,,Removable Li-Ion 1150 mAh battery,Removable Li-Ion 1150 mAh battery,,2010. Released 2010,Discontinued,108.5 x 57 x 12.8 mm (4.27 x 2.24 x 0.50 in),95 g (3.35 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1150 mAh battery,"TFT,  256K colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 1150 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1150 mAh battery,No,"2.0, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1150 mAh battery,Removable Li-Ion 1150 mAh battery,,Up to 3 h 30 min,,"Black, Red, Turquoise",,,,About 30 EUR,,,,Yes,,
Spice M-5454,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2010. Released 2010,Discontinued,114 x 46.5 x 11.3 mm (4.49 x 1.83 x 0.44 in),86 g (3.03 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT, 65K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",1MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1000 mAh battery,No,1.2,No,,"FM radio, scheduled recording",No,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h 30 min,,Mettalic Silver,,,,About 30 EUR,,,,Yes,,
Spice M-5161n,GSM,GSM 900 / 1800,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,2010. Released 2010,Discontinued,110 x 47 x 14.6 mm (4.33 x 1.85 x 0.57 in),88 g (3.10 oz),,Mini-SIM,Removable Li-Ion 1200 mAh battery,"TFT, 65K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1200 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",1MB,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1200 mAh battery,No,"1.2, A2DP",No,,"FM radio, scheduled recording",_,_,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,Up to 4 h 30 min,,Black,,,,About 30 EUR,,,,Yes,,
Spice QT-95,GSM / UMTS,GSM 900 / 1800 / 1900 - SIM 1,Removable Li-Ion 1000 mAh battery,UMTS 2100,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,"Yes, 384 kbps",2010. Released 2010,Discontinued,111 x 59 x 11.7 mm (4.37 x 2.32 x 0.46 in),68 g (2.40 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,_,,,_,Yes,No,Removable Li-Ion 1000 mAh battery,No,"2.1, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h (2G) / Up to 2 h 30 min (3G),,Black,,,,About 70 EUR,,,,Yes,,
Spice M-67 3D,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1100 mAh battery,,Removable Li-Ion 1100 mAh battery,,Removable Li-Ion 1100 mAh battery,Removable Li-Ion 1100 mAh battery,,2010. Released 2010,Discontinued,115 x 50.7 x 12.6 mm (4.53 x 2.00 x 0.50 in),70 g (2.47 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1100 mAh battery,TFT,"2.36 inches, 17.2 cm","240 x 320 pixels, 4:3 ratio (~169 ppi density)",,Removable Li-Ion 1100 mAh battery,,,,,"microSD, up to 16 GB (dedicated slot)",,,,Yes,,,Yes,"Yes, with stereo speakers",No,Removable Li-Ion 1100 mAh battery,No,"2.1, A2DP",No,,"FM radio, recording",Proprietary,_,Removable Li-Ion 1100 mAh battery,Removable Li-Ion 1100 mAh battery,,Up to 4 h 30 min,,Black,,,,About 40 EUR,,,,"Yes, with stereo speakers",,
Spice QT-68,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2010. Released 2010,Discontinued,111 x 59 x 11.7 mm (4.37 x 2.32 x 0.46 in),68 g (2.40 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.4 inches, 17.8 cm","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 16 GB (dedicated slot)",,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1000 mAh battery,Wi-Fi 802.11 b/g,"2.1, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,Black,,,,About 30 EUR,,,,Yes,,
Spice M-4580n,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion battery,,Removable Li-Ion battery,,Removable Li-Ion battery,Removable Li-Ion battery,,"2010, September. Released 2010, September",Discontinued,105.3 x 44.6 x 16 mm (4.15 x 1.76 x 0.63 in),89.5 g (3.14 oz),,Dual SIM (Mini-SIM),Removable Li-Ion battery,"TFT, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion battery,,,,,"microSD, up to 4 GB (dedicated slot)",,,,,,,,Yes,No,Removable Li-Ion battery,No,No,No,,"FM radio, scheduled recording",No,_,Removable Li-Ion battery,Removable Li-Ion battery,,Up to 12 h,,"Black, Black/Red",,,,About 30 EUR,,,,Yes,,
Spice Mi-300,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion battery,HSDPA 900 / 1900 / 2100,Removable Li-Ion battery,,Removable Li-Ion battery,Removable Li-Ion battery,HSPA 7.2/0.384 Mbps,"2010, August. Released 2010, August",Discontinued,114.9 x 56.8 x 12.6 mm (4.52 x 2.24 x 0.50 in),114 g (4.02 oz),,Mini-SIM,Removable Li-Ion battery,"LCD touchscreen, 256K colors","3.2 inches, 30.5 cm","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Removable Li-Ion battery,"Android 1.6 (Donut), upgradable to 2.1 (Eclair)",,,,"microSD, up to 32 GB (dedicated slot)",,,LED flash,Yes,,LED flash,Yes,Yes,No,Removable Li-Ion battery,Wi-Fi 802.11 b/g,"2.0, A2DP",Yes,,No,microUSB,Accelerometer,Removable Li-Ion battery,Removable Li-Ion battery,,Up to 4 h (2G) / Up to 3 h (3G),,Black,,,,About 140 EUR,,,,Yes,,
Spice M-6 Sports,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2010, August. Released 2010, August",Discontinued,112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in),88.4 g (3.10 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.2 inches, 15.0 cm","180 x 240 pixels, 4:3 ratio (~136 ppi density)",,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",1MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1000 mAh battery,No,"2.0, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 5 h,,"Orange, Green",,,,About 30 EUR,,,,Yes,,
Spice M-6363,GSM,GSM 900 / 1800 / 1900 - SIM 1,Removable Li-Ion 1500 mAh battery,,Removable Li-Ion 1500 mAh battery,,Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,,"2010, August. Released 2010, August",Discontinued,107 x 48.2 x 15.5 mm (4.21 x 1.90 x 0.61 in),92 g (3.25 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1500 mAh battery,"TFT, 65K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1500 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1500 mAh battery,No,"1.2, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,,Up to 8 h,,Black,,,,About 30 EUR,,,,Yes,,
Spice QT-56,GSM / CDMA,GSM 900 / 1800,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2010, August. Released 2010, August",Discontinued,113.4 x 61.3 x 14.1 mm (4.46 x 2.41 x 0.56 in),95 g (3.35 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1000 mAh battery,No,2.0,No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 3 h,,Black,,,,About 60 EUR,,,,Yes,,
Spice G-6565,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1,Removable Li-Ion 900 mAh battery,HSDPA 2100 - SIM 1,Removable Li-Ion 900 mAh battery,,Removable Li-Ion 900 mAh battery,Removable Li-Ion 900 mAh battery,HSPA 3.6/0.384 Mbps,"2010, September. Released 2010, September",Discontinued,115.6 x 50.6 x 11.5 mm (4.55 x 1.99 x 0.45 in),91.8 g (3.21 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 900 mAh battery,"TFT,  256K colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 900 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",16MB,,,_,,,_,Yes,No,Removable Li-Ion 900 mAh battery,No,"2.1, A2DP",No,,No,Proprietary,_,Removable Li-Ion 900 mAh battery,Removable Li-Ion 900 mAh battery,,Up to 4 h (2G) / Up to 3 h (3G),,Black,,,,About 150 EUR,,,,Yes,,
Spice QT-52,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2010, July. Released 2010, July",Discontinued,111.8 x 60.4 x 13.9 mm (4.40 x 2.38 x 0.55 in),90 g (3.17 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",3MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1000 mAh battery,No,2.0,No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,Black,,,,About 30 EUR,,,,Yes,,
Spice QT-60,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2010, June. Released 2010, June",Discontinued,111 x 60 x 13.8 mm (4.37 x 2.36 x 0.54 in),-,,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",3MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1000 mAh battery,No,"2.1, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,Black/Yellow,,,,About 50 EUR,,,,Yes,,
Spice M-5161,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,"2010, July. Released 2010, July",Discontinued,-,-,,Dual SIM (Mini-SIM),Removable Li-Ion 1200 mAh battery,"TFT, 65K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1200 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",1MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1200 mAh battery,No,1.2,No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,Up to 4 h 30 min,,Black,,,,About 30 EUR,,,,Yes,,
